2024-06-18 13:32:43 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:24:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:25:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:25:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:26:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:27:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:28:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:28:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:29:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:30:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:31:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:31:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:32:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:33:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:34:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:34:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:35:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:36:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:37:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:37:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:38:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:39:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:40:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:40:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:41:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:42:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:43:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:43:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:44:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:45:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:46:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:46:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:47:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:48:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:49:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:49:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:50:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:51:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:52:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:52:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:53:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:54:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:55:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:55:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:56:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:57:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:58:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:58:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:59:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:00:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:01:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:01:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:02:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:03:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:04:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:04:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:05:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:06:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:07:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:07:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:08:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:09:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:10:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:10:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:11:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:12:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:13:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:13:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:14:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:15:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:16:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:16:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:17:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:18:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:19:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:19:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:20:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:21:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:22:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:22:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:23:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:24:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:25:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:25:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:26:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:27:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:28:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:28:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:29:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:30:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:31:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:31:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:32:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:33:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:34:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:34:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:35:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:36:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:37:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:37:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:38:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:39:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:40:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:40:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:41:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:42:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:43:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:43:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:44:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:45:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:46:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:46:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:47:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:48:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:49:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:49:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:50:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:51:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:52:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:52:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:53:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:54:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:55:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:55:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:56:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:57:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:58:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:58:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 16:59:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:00:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:01:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:01:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:02:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:03:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:04:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:04:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:05:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:06:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:07:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:07:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:08:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:09:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:10:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:10:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:11:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:12:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:13:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:13:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:14:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 17:15:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
