2024-06-18 10:45:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:31:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:32:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:32:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:33:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:34:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:35:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:35:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:36:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:37:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:38:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:38:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:39:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:40:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:41:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:41:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:42:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:43:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:44:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:44:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:45:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:46:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:47:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:47:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:48:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:49:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:50:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:50:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:51:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 14:51:58 | INFO | stdout | [32mINFO[0m:     127.0.0.1:48934 - "[1mPOST /model_details HTTP/1.1[0m" [32m200 OK[0m
2024-06-18 14:51:58 | INFO | stdout | [32mINFO[0m:     127.0.0.1:48946 - "[1mPOST /count_token HTTP/1.1[0m" [32m200 OK[0m
2024-06-18 14:51:58 | INFO | stdout | [32mINFO[0m:     127.0.0.1:48954 - "[1mPOST /worker_generate_stream HTTP/1.1[0m" [32m200 OK[0m
2024-06-18 14:52:15 | INFO | stdout | [32mINFO[0m:     127.0.0.1:47774 - "[1mPOST /model_details HTTP/1.1[0m" [32m200 OK[0m
2024-06-18 14:52:15 | INFO | stdout | [32mINFO[0m:     127.0.0.1:47780 - "[1mPOST /count_token HTTP/1.1[0m" [32m200 OK[0m
2024-06-18 14:52:15 | INFO | stdout | [32mINFO[0m:     127.0.0.1:47790 - "[1mPOST /worker_generate_stream HTTP/1.1[0m" [32m200 OK[0m
2024-06-18 14:52:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 103. worker_id: 2c60c315. 
2024-06-18 14:52:34 | INFO | stdout | [32mINFO[0m:     127.0.0.1:57682 - "[1mPOST /model_details HTTP/1.1[0m" [32m200 OK[0m
2024-06-18 14:52:34 | INFO | stdout | [32mINFO[0m:     127.0.0.1:57686 - "[1mPOST /count_token HTTP/1.1[0m" [32m200 OK[0m
2024-06-18 14:52:34 | INFO | stdout | [32mINFO[0m:     127.0.0.1:57688 - "[1mPOST /worker_generate_stream HTTP/1.1[0m" [32m200 OK[0m
2024-06-18 14:53:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 14:53:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 14:54:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 14:55:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 14:56:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 14:56:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 14:57:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 14:58:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 14:59:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 14:59:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:00:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:01:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:02:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:02:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:03:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:04:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:05:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:05:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:06:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:07:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:08:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:08:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:09:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:10:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:11:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:11:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:12:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:13:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:14:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:14:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:15:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:16:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:17:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:17:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:18:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:19:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:20:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:20:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:21:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:22:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:23:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:23:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:24:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:25:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:26:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:26:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:27:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:28:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:29:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:29:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:30:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:31:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:32:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:32:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:33:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:34:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:35:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:35:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:36:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:37:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:38:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:38:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:39:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:40:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:41:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:41:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:42:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:43:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:44:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:44:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:45:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:46:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:47:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:47:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:48:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:49:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:50:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:50:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:51:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:52:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:53:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:53:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:54:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:55:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:56:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:56:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:57:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:58:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:59:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 15:59:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:00:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:01:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:02:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:02:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:03:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:04:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:05:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:05:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:06:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:07:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:08:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:08:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:09:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:10:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:11:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:11:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:12:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:13:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:14:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:14:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:15:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:16:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:17:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:17:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:18:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:19:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:20:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:20:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:21:36 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:22:21 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:23:06 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
2024-06-18 16:23:51 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 104. worker_id: 2c60c315. 
